dataset,npy_path,T_2Hz,n_layers,dim
ses-004_task-wolf10,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-004_task-wolf10.npy,1202,1,1024
ses-004_task-wolf11,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-004_task-wolf11.npy,1202,1,1024
ses-004_task-wolf12,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-004_task-wolf12.npy,1202,1,1024
ses-005_task-wolf13,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-005_task-wolf13.npy,1202,1,1024
ses-005_task-wolf14,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-005_task-wolf14.npy,1202,1,1024
ses-005_task-wolf15,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-005_task-wolf15.npy,1202,1,1024
ses-006_task-life01_run-1,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-006_task-life01_run-1.npy,1202,1,1024
ses-006_task-life02_run-1,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-006_task-life02_run-1.npy,1202,1,1024
ses-006_task-wolf16,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-006_task-wolf16.npy,1199,1,1024
ses-006_task-wolf17,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-006_task-wolf17.npy,1477,1,1024
ses-007_task-figures01_run-1,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-007_task-figures01_run-1.npy,1190,1,1024
ses-007_task-figures02_run-1,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-007_task-figures02_run-1.npy,1211,1,1024
ses-007_task-figures03_run-1,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-007_task-figures03_run-1.npy,1214,1,1024
ses-007_task-life03_run-1,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-007_task-life03_run-1.npy,1202,1,1024
ses-007_task-life04_run-1,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-007_task-life04_run-1.npy,1202,1,1024
ses-007_task-life05_run-1,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-007_task-life05_run-1.npy,1137,1,1024
ses-008_task-figures05_run-1,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-008_task-figures05_run-1.npy,1208,1,1024
ses-008_task-figures06_run-1,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-008_task-figures06_run-1.npy,1208,1,1024
ses-008_task-figures07_run-1,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-008_task-figures07_run-1.npy,1208,1,1024
ses-008_task-figures08_run-1,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-008_task-figures08_run-1.npy,1211,1,1024
ses-008_task-figures09_run-1,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-008_task-figures09_run-1.npy,1211,1,1024
ses-009_task-figures04_run-1,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-009_task-figures04_run-1.npy,1211,1,1024
ses-009_task-figures10_run-1,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-009_task-figures10_run-1.npy,1211,1,1024
ses-009_task-figures11_run-1,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-009_task-figures11_run-1.npy,1211,1,1024
ses-009_task-figures12_run-1,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-009_task-figures12_run-1.npy,1104,1,1024
ses-009_task-life01_run-2,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-009_task-life01_run-2.npy,1202,1,1024
ses-009_task-life02_run-2,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-009_task-life02_run-2.npy,1202,1,1024
ses-010_task-life03_run-2,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-010_task-life03_run-2.npy,1202,1,1024
ses-010_task-life04_run-2,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-010_task-life04_run-2.npy,1202,1,1024
ses-010_task-life05_run-2,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-010_task-life05_run-2.npy,1137,1,1024
ses-011_task-figures01_run-2,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-011_task-figures01_run-2.npy,1190,1,1024
ses-011_task-figures02_run-2,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-011_task-figures02_run-2.npy,1211,1,1024
ses-011_task-figures03_run-2,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-011_task-figures03_run-2.npy,1214,1,1024
ses-011_task-figures04_run-2,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-011_task-figures04_run-2.npy,1211,1,1024
ses-012_task-figures05_run-2,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-012_task-figures05_run-2.npy,1208,1,1024
ses-012_task-figures06_run-2,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-012_task-figures06_run-2.npy,1208,1,1024
ses-012_task-figures07_run-2,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-012_task-figures07_run-2.npy,1208,1,1024
ses-012_task-figures08_run-2,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-012_task-figures08_run-2.npy,1211,1,1024
ses-012_task-figures09_run-2,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-012_task-figures09_run-2.npy,1211,1,1024
ses-012_task-figures10_run-2,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-012_task-figures10_run-2.npy,1211,1,1024
ses-012_task-figures11_run-2,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-012_task-figures11_run-2.npy,1211,1,1024
ses-012_task-figures12_run-2,/home/lawrence/Desktop/algonauts-2025/algonauts2025/pipeline_IMAGEBIND/features/vision_2hz/sub-01/ses-012_task-figures12_run-2.npy,1104,1,1024
