dataset	subject	onset	offset	word
ses-056_task-s06e08a	sub-01	55.796	56.014	This
ses-056_task-s06e08a	sub-01	56.052	56.206	is
ses-056_task-s06e08a	sub-01	56.228	56.51	a
ses-056_task-s06e08a	sub-01	56.58	57.082	"[""""guy's"
ses-056_task-s06e08a	sub-01	57.146	57.566	place.
ses-056_task-s06e08a	sub-01	57.668	57.886	If
ses-056_task-s06e08a	sub-01	57.908	57.998000000000005	you']
ses-056_task-s06e08a	sub-01	58.004	58.126	['let
ses-056_task-s06e08a	sub-01	58.148	58.334	this
ses-056_task-s06e08a	sub-01	58.372	58.526	go
ses-056_task-s06e08a	sub-01	58.548	58.698	
ses-056_task-s06e08a	sub-01	58.714	58.786	you're
ses-056_task-s06e08a	sub-01	58.788	58.818999999999996	going
ses-056_task-s06e08a	sub-01	58.819	58.926	to
ses-056_task-s06e08a	sub-01	58.948	59.146	be
ses-056_task-s06e08a	sub-01	59.178	59.326	sitting
ses-056_task-s06e08a	sub-01	59.348	59.486	around
ses-056_task-s06e08a	sub-01	59.508	59.646	your
ses-056_task-s06e08a	sub-01	59.668	60.025999999999996	fingers
ses-056_task-s06e08a	sub-01	60.058	60.426	soaking
ses-056_task-s06e08a	sub-01	60.458	60.558	and
ses-056_task-s06e08a	sub-01	60.564	61.12	stuff
ses-056_task-s06e08a	sub-01	62.85	63.214	['and
ses-056_task-s06e08a	sub-01	63.252	63.358000000000004	your
ses-056_task-s06e08a	sub-01	63.364	63.626	head's
ses-056_task-s06e08a	sub-01	63.658	63.758	going
ses-056_task-s06e08a	sub-01	63.764	63.838	to
ses-056_task-s06e08a	sub-01	63.844	63.918	be']
ses-056_task-s06e08a	sub-01	63.924	64.142	under
ses-056_task-s06e08a	sub-01	64.196	64.318	a
ses-056_task-s06e08a	sub-01	64.324	64.63799999999999	big,
ses-056_task-s06e08a	sub-01	64.724	65.402	round
ses-056_task-s06e08a	sub-01	65.546	66.17	drying
ses-056_task-s06e08a	sub-01	66.25	66.638	big
ses-056_task-s06e08a	sub-01	66.724	67.194	['drying
ses-056_task-s06e08a	sub-01	67.242	67.46600000000001	rag.
ses-056_task-s06e08a	sub-01	67.498	67.658	It's
ses-056_task-s06e08a	sub-01	67.674	67.902	not']
ses-056_task-s06e08a	sub-01	67.956	68.56	good.
ses-056_task-s06e08a	sub-01	69.91	70.226	['All
ses-056_task-s06e08a	sub-01	70.248	70.38600000000001	right
ses-056_task-s06e08a	sub-01	70.408	70.558	
ses-056_task-s06e08a	sub-01	70.574	70.994	you're
ses-056_task-s06e08a	sub-01	71.112	71.40599999999999	right.
ses-056_task-s06e08a	sub-01	71.438	71.586	talk
ses-056_task-s06e08a	sub-01	71.608	71.74600000000001	to
ses-056_task-s06e08a	sub-01	71.768	71.906	her.
ses-056_task-s06e08a	sub-01	71.928	72.066	Yes,
ses-056_task-s06e08a	sub-01	72.088	72.226	talk
ses-056_task-s06e08a	sub-01	72.248	72.38600000000001	to
ses-056_task-s06e08a	sub-01	72.408	72.642	her.
ses-056_task-s06e08a	sub-01	72.696	72.866	Be
ses-056_task-s06e08a	sub-01	72.888	72.97800000000001	a
ses-056_task-s06e08a	sub-01	72.984	73.154	['man.
ses-056_task-s06e08a	sub-01	73.192	73.35799999999999	I'm
ses-056_task-s06e08a	sub-01	73.374	73.458	a
ses-056_task-s06e08a	sub-01	73.464	73.682	man.
ses-056_task-s06e08a	sub-01	73.736	74.09400000000001	Defend']
ses-056_task-s06e08a	sub-01	74.142	74.74	yourself.
ses-056_task-s06e08a	sub-01	76.73	77.266	Taylor,
ses-056_task-s06e08a	sub-01	77.298	77.446	come
ses-056_task-s06e08a	sub-01	77.468	77.60600000000001	on,
ses-056_task-s06e08a	sub-01	77.628	77.718	we
ses-056_task-s06e08a	sub-01	77.724	77.798	have
ses-056_task-s06e08a	sub-01	77.804	77.926	to
ses-056_task-s06e08a	sub-01	77.948	78.098	hin
ses-056_task-s06e08a	sub-01	78.114	78.19800000000001	the
ses-056_task-s06e08a	sub-01	78.204	78.326	new
ses-056_task-s06e08a	sub-01	78.348	78.498	dust
ses-056_task-s06e08a	sub-01	78.514	78.914	ruffle.
ses-056_task-s06e08a	sub-01	78.962	79.126	Be
ses-056_task-s06e08a	sub-01	79.148	79.286	right
ses-056_task-s06e08a	sub-01	79.308	79.44600000000001	there.
ses-056_task-s06e08a	sub-01	79.468	80.39	Sweetums.
ses-056_task-s06e08a	sub-01	83.13	83.586	Totally
ses-056_task-s06e08a	sub-01	83.618	83.862	different
ses-056_task-s06e08a	sub-01	83.916	84.52	situation.
ses-056_task-s06e08a	sub-01	92.51	92.87400000000001	No
ses-056_task-s06e08a	sub-01	92.912	93.21000000000001	one
ses-056_task-s06e08a	sub-01	93.28	93.61	told
ses-056_task-s06e08a	sub-01	93.68	93.914	you
ses-056_task-s06e08a	sub-01	93.952	94.25	that
ses-056_task-s06e08a	sub-01	94.32	94.64999999999999	was
ses-056_task-s06e08a	sub-01	94.72	95.05	gonna
ses-056_task-s06e08a	sub-01	95.12	95.402	be
ses-056_task-s06e08a	sub-01	95.456	95.77	this
ses-056_task-s06e08a	sub-01	95.84	96.46000000000001	way.
ses-056_task-s06e08a	sub-01	97.31	97.674	The
ses-056_task-s06e08a	sub-01	97.712	98.154	job
ses-056_task-s06e08a	sub-01	98.272	99.05000000000001	joke,
ses-056_task-s06e08a	sub-01	99.97	100.286	I
ses-056_task-s06e08a	sub-01	100.308	100.542	see
ses-056_task-s06e08a	sub-01	100.596	101.2	away.
ses-056_task-s06e08a	sub-01	102.37	102.74600000000001	"[""""It's""""]"
ses-056_task-s06e08a	sub-01	102.778	103.022	['like
ses-056_task-s06e08a	sub-01	103.076	103.386	you're
ses-056_task-s06e08a	sub-01	103.418	103.80600000000001	always']
ses-056_task-s06e08a	sub-01	103.908	104.31400000000001	stuck
ses-056_task-s06e08a	sub-01	104.362	104.67	in
ses-056_task-s06e08a	sub-01	104.74	105.166	second
ses-056_task-s06e08a	sub-01	105.268	105.92	year.
ses-056_task-s06e08a	sub-01	106.77	107.134	When
ses-056_task-s06e08a	sub-01	107.172	107.374	it
ses-056_task-s06e08a	sub-01	107.412	107.75800000000001	happens
ses-056_task-s06e08a	sub-01	107.844	108.094	in
ses-056_task-s06e08a	sub-01	108.132	108.382	your
ses-056_task-s06e08a	sub-01	108.436	108.894	day,
ses-056_task-s06e08a	sub-01	109.012	109.39	we
ses-056_task-s06e08a	sub-01	109.46	109.74199999999999	come
ses-056_task-s06e08a	sub-01	109.796	110.254	up.
ses-056_task-s06e08a	sub-01	110.372	110.702	Even
ses-056_task-s06e08a	sub-01	110.756	111.07	your
ses-056_task-s06e08a	sub-01	111.14	111.758	['ear.
ses-056_task-s06e08a	sub-01	111.924	112.554	But
ses-056_task-s06e08a	sub-01	112.692	113.13399999999999	"I'll""""]"
ses-056_task-s06e08a	sub-01	113.182	113.538	be
ses-056_task-s06e08a	sub-01	113.624	114.018	there
ses-056_task-s06e08a	sub-01	114.104	114.498	for
ses-056_task-s06e08a	sub-01	114.584	115.22	you.
ses-056_task-s06e08a	sub-01	124.71	125.026	Hey,
ses-056_task-s06e08a	sub-01	125.048	125.57000000000001	guys.
ses-056_task-s06e08a	sub-01	125.72	126.03399999999999	Hey.
ses-056_task-s06e08a	sub-01	126.072	126.226	How
ses-056_task-s06e08a	sub-01	126.248	126.38600000000001	was
ses-056_task-s06e08a	sub-01	126.408	126.546	your
ses-056_task-s06e08a	sub-01	126.568	126.846	breakfast
ses-056_task-s06e08a	sub-01	126.878	127.026	with
ses-056_task-s06e08a	sub-01	127.048	127.422	Hillary?
ses-056_task-s06e08a	sub-01	127.486	127.63000000000001	It
ses-056_task-s06e08a	sub-01	127.64	127.81400000000001	was
ses-056_task-s06e08a	sub-01	127.852	128.294	['okay.
ses-056_task-s06e08a	sub-01	128.412	128.738	She's
ses-056_task-s06e08a	sub-01	128.754	128.886	still
ses-056_task-s06e08a	sub-01	128.908	128.998	kind
ses-056_task-s06e08a	sub-01	129.004	129.126	of
ses-056_task-s06e08a	sub-01	129.148	129.506	depressed']
ses-056_task-s06e08a	sub-01	129.538	130.07000000000002	because
ses-056_task-s06e08a	sub-01	130.22	130.486	she
ses-056_task-s06e08a	sub-01	130.508	130.65800000000002	broke
ses-056_task-s06e08a	sub-01	130.674	130.806	up
ses-056_task-s06e08a	sub-01	130.828	130.966	with
ses-056_task-s06e08a	sub-01	130.988	131.078	her
ses-056_task-s06e08a	sub-01	131.084	131.762	boyfriend.
ses-056_task-s06e08a	sub-01	131.906	132.166	Well,
ses-056_task-s06e08a	sub-01	132.188	132.374	is
ses-056_task-s06e08a	sub-01	132.412	132.614	this
ses-056_task-s06e08a	sub-01	132.652	133.12199999999999	Hillary?
ses-056_task-s06e08a	sub-01	133.186	133.51000000000002	Your
ses-056_task-s06e08a	sub-01	133.58	133.86200000000002	hot
ses-056_task-s06e08a	sub-01	133.916	134.482	assistant,
ses-056_task-s06e08a	sub-01	134.546	134.834	Chef
ses-056_task-s06e08a	sub-01	134.882	135.506	Hillary.
ses-056_task-s06e08a	sub-01	135.618	135.99	Yeah,
ses-056_task-s06e08a	sub-01	136.06	136.246	the
ses-056_task-s06e08a	sub-01	136.268	136.406	one
ses-056_task-s06e08a	sub-01	136.428	136.566	that
ses-056_task-s06e08a	sub-01	136.588	136.822	always
ses-056_task-s06e08a	sub-01	136.876	137.234	stares
ses-056_task-s06e08a	sub-01	137.282	137.39800000000002	at
ses-056_task-s06e08a	sub-01	137.404	137.526	me
ses-056_task-s06e08a	sub-01	137.548	137.686	when
ses-056_task-s06e08a	sub-01	137.708	137.846	I
ses-056_task-s06e08a	sub-01	137.868	138.054	come
ses-056_task-s06e08a	sub-01	138.092	138.68	in?
ses-056_task-s06e08a	sub-01	139.37	139.734	But
ses-056_task-s06e08a	sub-01	139.772	139.986	no,
ses-056_task-s06e08a	sub-01	140.028	140.138	the
ses-056_task-s06e08a	sub-01	140.144	140.26600000000002	one
ses-056_task-s06e08a	sub-01	140.288	140.42600000000002	who
ses-056_task-s06e08a	sub-01	140.448	140.63400000000001	looked
ses-056_task-s06e08a	sub-01	140.672	140.778	at
ses-056_task-s06e08a	sub-01	140.784	140.95399999999998	you
ses-056_task-s06e08a	sub-01	140.992	141.242	once
ses-056_task-s06e08a	sub-01	141.296	141.46599999999998	because
ses-056_task-s06e08a	sub-01	141.488	141.626	you
ses-056_task-s06e08a	sub-01	141.648	141.786	got
ses-056_task-s06e08a	sub-01	141.808	141.946	in
ses-056_task-s06e08a	sub-01	141.968	142.106	her
ses-056_task-s06e08a	sub-01	142.128	142.7	way.
ses-056_task-s06e08a	sub-01	144.27	144.586	I
ses-056_task-s06e08a	sub-01	144.608	144.794	could
ses-056_task-s06e08a	sub-01	144.832	145.082	tell
ses-056_task-s06e08a	sub-01	145.136	145.35399999999998	she
ses-056_task-s06e08a	sub-01	145.392	145.546	was
ses-056_task-s06e08a	sub-01	145.568	145.80200000000002	into
ses-056_task-s06e08a	sub-01	145.856	146.46	me.
ses-056_task-s06e08a	sub-01	148.99	149.258	['Why
ses-056_task-s06e08a	sub-01	149.264	149.38600000000002	don't
ses-056_task-s06e08a	sub-01	149.408	149.546	you
ses-056_task-s06e08a	sub-01	149.568	149.70600000000002	set
ses-056_task-s06e08a	sub-01	149.728	149.91400000000002	us
ses-056_task-s06e08a	sub-01	149.952	150.25	up?']
ses-056_task-s06e08a	sub-01	150.32	150.554	Oh,
ses-056_task-s06e08a	sub-01	150.592	150.746	are
ses-056_task-s06e08a	sub-01	150.768	150.858	you
ses-056_task-s06e08a	sub-01	150.864	151.126	setting
ses-056_task-s06e08a	sub-01	151.158	151.36599999999999	Ross
ses-056_task-s06e08a	sub-01	151.398	151.546	up
ses-056_task-s06e08a	sub-01	151.568	151.70600000000002	with
ses-056_task-s06e08a	sub-01	151.728	152.106	someone?
ses-056_task-s06e08a	sub-01	152.208	152.426	Does
ses-056_task-s06e08a	sub-01	152.448	152.586	she
ses-056_task-s06e08a	sub-01	152.608	152.746	have
ses-056_task-s06e08a	sub-01	152.768	152.906	a
ses-056_task-s06e08a	sub-01	152.928	153.17	wedding
ses-056_task-s06e08a	sub-01	153.19	153.87	dress?
ses-056_task-s06e08a	sub-01	156.53	156.894	['Come
ses-056_task-s06e08a	sub-01	156.932	157.134	on
ses-056_task-s06e08a	sub-01	157.172	157.498	
ses-056_task-s06e08a	sub-01	157.514	157.70600000000002	Monica
ses-056_task-s06e08a	sub-01	157.738	158.266	['serious.
ses-056_task-s06e08a	sub-01	158.378	158.654	Okay
ses-056_task-s06e08a	sub-01	158.692	158.858	
ses-056_task-s06e08a	sub-01	158.874	158.958	I'll
ses-056_task-s06e08a	sub-01	158.964	159.038	do
ses-056_task-s06e08a	sub-01	159.044	159.16600000000003	it.
ses-056_task-s06e08a	sub-01	159.188	159.326	But
ses-056_task-s06e08a	sub-01	159.348	159.48600000000002	['long
ses-056_task-s06e08a	sub-01	159.508	159.598	as
ses-056_task-s06e08a	sub-01	159.604	159.72600000000003	you
ses-056_task-s06e08a	sub-01	159.748	160.07399999999998	promise
ses-056_task-s06e08a	sub-01	160.122	160.286	you
ses-056_task-s06e08a	sub-01	160.308	160.458	won't
ses-056_task-s06e08a	sub-01	160.474	160.74599999999998	marry']
ses-056_task-s06e08a	sub-01	160.778	161.35999999999999	her.
ses-056_task-s06e08a	sub-01	162.87	163.62	Fine.
ses-056_task-s06e08a	sub-01	164.31	164.674	['But
ses-056_task-s06e08a	sub-01	164.712	164.81799999999998	what
ses-056_task-s06e08a	sub-01	164.824	164.94600000000003	if
ses-056_task-s06e08a	sub-01	164.968	165.24599999999998	"she's""""]"
ses-056_task-s06e08a	sub-01	165.278	165.474	the
ses-056_task-s06e08a	sub-01	165.512	166.1	one?
ses-056_task-s06e08a	sub-01	167.75	168.114	Man,
ses-056_task-s06e08a	sub-01	168.152	168.30599999999998	you
ses-056_task-s06e08a	sub-01	168.328	168.466	have
ses-056_task-s06e08a	sub-01	168.488	168.626	a
ses-056_task-s06e08a	sub-01	168.648	169.22	problem.
ses-056_task-s06e08a	sub-01	172.63	173.474	Hey,
ses-056_task-s06e08a	sub-01	173.672	174.302	Rachel.
ses-056_task-s06e08a	sub-01	174.366	174.65400000000002	"[""""Y'all"
ses-056_task-s06e08a	sub-01	174.702	175.154	
ses-056_task-s06e08a	sub-01	175.272	175.838	"[""""I'm"
ses-056_task-s06e08a	sub-01	175.934	176.242	making
ses-056_task-s06e08a	sub-01	176.296	176.51399999999998	up
ses-056_task-s06e08a	sub-01	176.552	176.974	flyers.
ses-056_task-s06e08a	sub-01	177.022	177.18599999999998	Try
ses-056_task-s06e08a	sub-01	177.208	177.298	to']
ses-056_task-s06e08a	sub-01	177.304	177.42600000000002	get
ses-056_task-s06e08a	sub-01	177.448	177.63400000000001	new
ses-056_task-s06e08a	sub-01	177.672	178.07399999999998	massage
ses-056_task-s06e08a	sub-01	178.142	178.482	clients.
ses-056_task-s06e08a	sub-01	178.546	178.822	['So
ses-056_task-s06e08a	sub-01	178.876	179.046	can
ses-056_task-s06e08a	sub-01	179.068	179.20600000000002	I
ses-056_task-s06e08a	sub-01	179.228	179.366	come
ses-056_task-s06e08a	sub-01	179.388	179.526	to
ses-056_task-s06e08a	sub-01	179.548	180.178	Bloomingdale's
ses-056_task-s06e08a	sub-01	180.194	180.278	and']
ses-056_task-s06e08a	sub-01	180.284	180.45399999999998	use
ses-056_task-s06e08a	sub-01	180.492	180.59799999999998	the
ses-056_task-s06e08a	sub-01	180.604	180.866	copy
ses-056_task-s06e08a	sub-01	180.898	181.618	machine?
ses-056_task-s06e08a	sub-01	181.794	182.23000000000002	Well,
ses-056_task-s06e08a	sub-01	182.3	182.58200000000002	sure,
ses-056_task-s06e08a	sub-01	182.636	182.80599999999998	but
ses-056_task-s06e08a	sub-01	182.828	182.966	they
ses-056_task-s06e08a	sub-01	182.988	183.126	might
ses-056_task-s06e08a	sub-01	183.148	183.286	['think
ses-056_task-s06e08a	sub-01	183.308	183.458	it's
ses-056_task-s06e08a	sub-01	183.474	183.558	kind
ses-056_task-s06e08a	sub-01	183.564	183.686	of
ses-056_task-s06e08a	sub-01	183.708	183.954	weird
ses-056_task-s06e08a	sub-01	184.002	184.33800000000002	considering
ses-056_task-s06e08a	sub-01	184.354	184.48600000000002	I
ses-056_task-s06e08a	sub-01	184.508	184.65800000000002	"don't""""]"
ses-056_task-s06e08a	sub-01	184.674	184.854	work
ses-056_task-s06e08a	sub-01	184.892	185.046	there
ses-056_task-s06e08a	sub-01	185.068	185.83	anymore.
ses-056_task-s06e08a	sub-01	186.97	187.334	Oh,
ses-056_task-s06e08a	sub-01	187.372	187.586	my
ses-056_task-s06e08a	sub-01	187.628	187.88199999999998	God.
ses-056_task-s06e08a	sub-01	187.936	188.154	What
ses-056_task-s06e08a	sub-01	188.192	188.78	happened?
ses-056_task-s06e08a	sub-01	189.55	189.866	I
ses-056_task-s06e08a	sub-01	189.888	190.026	got
ses-056_task-s06e08a	sub-01	190.048	190.138	a
ses-056_task-s06e08a	sub-01	190.144	190.314	job
ses-056_task-s06e08a	sub-01	190.352	190.506	at
ses-056_task-s06e08a	sub-01	190.528	190.80599999999998	['Ralph
ses-056_task-s06e08a	sub-01	190.838	191.414	Lauren.
ses-056_task-s06e08a	sub-01	191.542	191.786	Well
ses-056_task-s06e08a	sub-01	191.808	192.08599999999998	
ses-056_task-s06e08a	sub-01	192.118	192.41	great.
ses-056_task-s06e08a	sub-01	192.48	193.45	Congratulations.
ses-056_task-s06e08a	sub-01	195.95	196.266	A
ses-056_task-s06e08a	sub-01	196.288	196.47400000000002	year
ses-056_task-s06e08a	sub-01	196.512	197.1	ago,
ses-056_task-s06e08a	sub-01	199.07	199.482	you
ses-056_task-s06e08a	sub-01	199.536	199.87800000000001	laughed
ses-056_task-s06e08a	sub-01	199.894	200.026	at
ses-056_task-s06e08a	sub-01	200.048	200.234	all
ses-056_task-s06e08a	sub-01	200.272	200.57	year.
ses-056_task-s06e08a	sub-01	200.64	200.826	Good
ses-056_task-s06e08a	sub-01	200.848	200.98600000000002	for
ses-056_task-s06e08a	sub-01	201.008	201.58	you.
ses-056_task-s06e08a	sub-01	204.27	205.018	But
ses-056_task-s06e08a	sub-01	205.184	205.466	you
ses-056_task-s06e08a	sub-01	205.488	205.674	could
ses-056_task-s06e08a	sub-01	205.712	205.86599999999999	still
ses-056_task-s06e08a	sub-01	205.888	206.038	use
ses-056_task-s06e08a	sub-01	206.064	206.206	the
ses-056_task-s06e08a	sub-01	206.228	206.506	copy
ses-056_task-s06e08a	sub-01	206.538	206.82600000000002	machine
ses-056_task-s06e08a	sub-01	206.858	207.006	where
ses-056_task-s06e08a	sub-01	207.028	207.166	I
ses-056_task-s06e08a	sub-01	207.188	207.422	actually
ses-056_task-s06e08a	sub-01	207.476	207.742	work.
ses-056_task-s06e08a	sub-01	207.796	207.96599999999998	But
ses-056_task-s06e08a	sub-01	207.988	208.126	just
ses-056_task-s06e08a	sub-01	208.148	208.286	come
ses-056_task-s06e08a	sub-01	208.308	208.494	by
ses-056_task-s06e08a	sub-01	208.532	208.638	['at
ses-056_task-s06e08a	sub-01	208.644	208.826	lunch
ses-056_task-s06e08a	sub-01	208.858	209.054	so
ses-056_task-s06e08a	sub-01	209.092	209.198	that
ses-056_task-s06e08a	sub-01	209.204	209.32600000000002	my
ses-056_task-s06e08a	sub-01	209.348	209.59400000000002	boss
ses-056_task-s06e08a	sub-01	209.642	209.81799999999998	doesn't
ses-056_task-s06e08a	sub-01	209.834	210.014	see']
ses-056_task-s06e08a	sub-01	210.052	210.206	you
ses-056_task-s06e08a	sub-01	210.228	210.366	because
ses-056_task-s06e08a	sub-01	210.388	210.586	Kim
ses-056_task-s06e08a	sub-01	210.618	210.814	will
ses-056_task-s06e08a	sub-01	210.852	211.102	just
ses-056_task-s06e08a	sub-01	211.156	211.466	freak
ses-056_task-s06e08a	sub-01	211.498	211.646	['out
ses-056_task-s06e08a	sub-01	211.668	211.806	and
ses-056_task-s06e08a	sub-01	211.828	211.966	she
ses-056_task-s06e08a	sub-01	211.988	212.174	already
ses-056_task-s06e08a	sub-01	212.212	212.378	doesn't
ses-056_task-s06e08a	sub-01	212.394	212.526	like
ses-056_task-s06e08a	sub-01	212.548	212.686	me
