dataset	subject	onset	offset	word
ses-006_task-wolf17	sub-01	20.526	20.862	"[""""It'll"
ses-006_task-wolf17	sub-01	20.886	21.022	save
ses-006_task-wolf17	sub-01	21.046	21.157999999999998	us
ses-006_task-wolf17	sub-01	21.174	21.349999999999998	both
ses-006_task-wolf17	sub-01	21.39	21.518	a
ses-006_task-wolf17	sub-01	21.534	21.662	lot
ses-006_task-wolf17	sub-01	21.686	21.798	of
ses-006_task-wolf17	sub-01	21.814	21.99	money
ses-006_task-wolf17	sub-01	22.03	22.182000000000002	
ses-006_task-wolf17	sub-01	22.206	22.317999999999998	and
ses-006_task-wolf17	sub-01	22.334	22.438	['got
ses-006_task-wolf17	sub-01	22.454	22.558	a
ses-006_task-wolf17	sub-01	22.574	22.830000000000002	feeling
ses-006_task-wolf17	sub-01	22.87	23.038	you're
ses-006_task-wolf17	sub-01	23.054	23.261999999999997	gonna
ses-006_task-wolf17	sub-01	23.286	23.446	need']
ses-006_task-wolf17	sub-01	23.478	24.05	it.
ses-006_task-wolf17	sub-01	26.24	26.592	"[""""You're"
ses-006_task-wolf17	sub-01	26.616	26.8	not']
ses-006_task-wolf17	sub-01	26.84	27.112	taking
ses-006_task-wolf17	sub-01	27.176	27.375999999999998	my
ses-006_task-wolf17	sub-01	27.408	27.688000000000002	kids,
ses-006_task-wolf17	sub-01	27.744	28.192	sweetheart.
ses-006_task-wolf17	sub-01	28.216	28.352	You
ses-006_task-wolf17	sub-01	28.376	28.536	hear
ses-006_task-wolf17	sub-01	28.568	29.14	me?
ses-006_task-wolf17	sub-01	29.64	29.992	"[""""I've"
ses-006_task-wolf17	sub-01	30.016	30.272	already
ses-006_task-wolf17	sub-01	30.336	30.552	talked
ses-006_task-wolf17	sub-01	30.576	30.688	to
ses-006_task-wolf17	sub-01	30.704	30.784	the
ses-006_task-wolf17	sub-01	30.792	31.080000000000002	lawyer.
ses-006_task-wolf17	sub-01	31.12	31.248	He']
ses-006_task-wolf17	sub-01	31.264	31.392	['said
ses-006_task-wolf17	sub-01	31.416	31.552	even
ses-006_task-wolf17	sub-01	31.576	31.688	if
ses-006_task-wolf17	sub-01	31.704	31.808	you
ses-006_task-wolf17	sub-01	31.824	31.928	don't
ses-006_task-wolf17	sub-01	31.944	32.071999999999996	get
ses-006_task-wolf17	sub-01	32.096	32.495999999999995	convicted
ses-006_task-wolf17	sub-01	32.528	32.647999999999996	
ses-006_task-wolf17	sub-01	32.664	32.768	I've
ses-006_task-wolf17	sub-01	32.784	32.864	a
ses-006_task-wolf17	sub-01	32.872	32.992	good
ses-006_task-wolf17	sub-01	33.016	33.175999999999995	chance
ses-006_task-wolf17	sub-01	33.208	33.327999999999996	of
ses-006_task-wolf17	sub-01	33.344	33.496	getting
ses-006_task-wolf17	sub-01	33.528	33.647999999999996	it.
ses-006_task-wolf17	sub-01	33.664	33.768	I
ses-006_task-wolf17	sub-01	33.784	33.936	got
ses-006_task-wolf17	sub-01	33.968	34.136	news
ses-006_task-wolf17	sub-01	34.168	34.288	['for
ses-006_task-wolf17	sub-01	34.304	34.408	you.
ses-006_task-wolf17	sub-01	34.424	34.592	You're
ses-006_task-wolf17	sub-01	34.616	34.944	not
ses-006_task-wolf17	sub-01	35.032	35.44	fucking
ses-006_task-wolf17	sub-01	35.48	35.751999999999995	taking']
ses-006_task-wolf17	sub-01	35.816	36.088	my
ses-006_task-wolf17	sub-01	36.144	36.48	children,
ses-006_task-wolf17	sub-01	36.56	36.800000000000004	you
ses-006_task-wolf17	sub-01	36.84	37.168000000000006	vicious
ses-006_task-wolf17	sub-01	37.224	37.599999999999994	fucking
ses-006_task-wolf17	sub-01	37.64	38.3	cunt.
ses-006_task-wolf17	sub-01	38.68	39.12	Fuck
ses-006_task-wolf17	sub-01	39.16	39.312	you,
ses-006_task-wolf17	sub-01	39.336	39.544	you
ses-006_task-wolf17	sub-01	39.592	39.984	fucking
ses-006_task-wolf17	sub-01	40.032	40.552	['bitch.
ses-006_task-wolf17	sub-01	40.656	40.848	You're
ses-006_task-wolf17	sub-01	40.864	41.016	not
ses-006_task-wolf17	sub-01	41.048	41.336	fucking
ses-006_task-wolf17	sub-01	41.368	41.608000000000004	taking']
ses-006_task-wolf17	sub-01	41.664	41.832	my
ses-006_task-wolf17	sub-01	41.856	42.304	goddamn
ses-006_task-wolf17	sub-01	42.352	42.696	fucking
ses-006_task-wolf17	sub-01	42.728	42.92	kids,
ses-006_task-wolf17	sub-01	42.96	43.112	you
ses-006_task-wolf17	sub-01	43.136	43.272000000000006	hear
ses-006_task-wolf17	sub-01	43.296	43.647999999999996	me?
ses-006_task-wolf17	sub-01	43.744	44.104	Fuck
ses-006_task-wolf17	sub-01	44.152	44.432	you.
ses-006_task-wolf17	sub-01	44.496	44.776	"[""""I'm"
ses-006_task-wolf17	sub-01	44.808	45.136	fucking
ses-006_task-wolf17	sub-01	45.168	45.384	taking
ses-006_task-wolf17	sub-01	45.432	45.64	my
ses-006_task-wolf17	sub-01	45.68	46.08	fucking']
ses-006_task-wolf17	sub-01	46.12	46.739999999999995	kids.
ses-006_task-wolf17	sub-01	56.49	57.39	Bitch.
ses-006_task-wolf17	sub-01	60.21	61.07	Fucking.
ses-006_task-wolf17	sub-01	62.21	66.474	Fucking
ses-006_task-wolf17	sub-01	66.522	66.87400000000001	bitch.
ses-006_task-wolf17	sub-01	66.922	67.16199999999999	Piece
ses-006_task-wolf17	sub-01	67.186	67.322	of
ses-006_task-wolf17	sub-01	67.346	67.57000000000001	shit.
ses-006_task-wolf17	sub-01	67.61	68.35	Fucking...
ses-006_task-wolf17	sub-01	78.11	78.47	Look
ses-006_task-wolf17	sub-01	78.51	78.686	at
ses-006_task-wolf17	sub-01	78.718	79.174	yourself,
ses-006_task-wolf17	sub-01	79.262	80.09	Jordan.
ses-006_task-wolf17	sub-01	80.79	81.622	Sick.
ses-006_task-wolf17	sub-01	81.806	82.12599999999999	"[""""You're"
ses-006_task-wolf17	sub-01	82.158	82.446	a
ses-006_task-wolf17	sub-01	82.518	82.822	sick
ses-006_task-wolf17	sub-01	82.886	83.134	man.
ses-006_task-wolf17	sub-01	83.182	83.406	Fuck']
ses-006_task-wolf17	sub-01	83.438	83.63	['you.
ses-006_task-wolf17	sub-01	83.67	83.798	I
ses-006_task-wolf17	sub-01	83.814	83.91799999999999	told
ses-006_task-wolf17	sub-01	83.934	84.014	you
ses-006_task-wolf17	sub-01	84.022	84.11800000000001	
ses-006_task-wolf17	sub-01	84.134	84.262	you're
ses-006_task-wolf17	sub-01	84.286	84.446	not
ses-006_task-wolf17	sub-01	84.478	84.622	taking
ses-006_task-wolf17	sub-01	84.646	85.006	fucking
ses-006_task-wolf17	sub-01	85.038	85.22999999999999	kids,
ses-006_task-wolf17	sub-01	85.27	85.374	you
ses-006_task-wolf17	sub-01	85.382	85.59	fuck.
ses-006_task-wolf17	sub-01	85.63	85.734	You
ses-006_task-wolf17	sub-01	85.742	85.83800000000001	think
ses-006_task-wolf17	sub-01	85.854	85.982	I
ses-006_task-wolf17	sub-01	86.006	86.142	would
ses-006_task-wolf17	sub-01	86.166	86.326	let
ses-006_task-wolf17	sub-01	86.358	86.52600000000001	my
ses-006_task-wolf17	sub-01	86.558	86.822	kids
ses-006_task-wolf17	sub-01	86.886	87.182	near
ses-006_task-wolf17	sub-01	87.246	87.782	you?
ses-006_task-wolf17	sub-01	87.926	88.206	Look
ses-006_task-wolf17	sub-01	88.238	88.406	at
ses-006_task-wolf17	sub-01	88.438	89.022	yourself.
ses-006_task-wolf17	sub-01	89.126	89.318	You
ses-006_task-wolf17	sub-01	89.334	89.462	know
ses-006_task-wolf17	sub-01	89.486	89.622	what
ses-006_task-wolf17	sub-01	89.646	89.806	my
ses-006_task-wolf17	sub-01	89.838	90.17399999999999	lawyer
ses-006_task-wolf17	sub-01	90.222	90.622	said?
ses-006_task-wolf17	sub-01	90.726	90.966	['My
ses-006_task-wolf17	sub-01	90.998	91.29400000000001	lawyer
ses-006_task-wolf17	sub-01	91.342	91.526	said
ses-006_task-wolf17	sub-01	91.558	91.67800000000001	that
ses-006_task-wolf17	sub-01	91.694	91.86200000000001	you're
ses-006_task-wolf17	sub-01	91.886	92.02199999999999	going
ses-006_task-wolf17	sub-01	92.046	92.182	to']
ses-006_task-wolf17	sub-01	92.206	92.47800000000001	prison
ses-006_task-wolf17	sub-01	92.534	92.822	for
ses-006_task-wolf17	sub-01	92.886	93.27799999999999	20
ses-006_task-wolf17	sub-01	93.374	93.606	years,
ses-006_task-wolf17	sub-01	93.638	94.182	Jordan.
ses-006_task-wolf17	sub-01	94.286	94.646	20
ses-006_task-wolf17	sub-01	94.718	95.254	fucking
ses-006_task-wolf17	sub-01	95.342	95.566	['years.
ses-006_task-wolf17	sub-01	95.598	95.83	You're
ses-006_task-wolf17	sub-01	95.87	96.07000000000001	never
ses-006_task-wolf17	sub-01	96.11	96.39	gonna
ses-006_task-wolf17	sub-01	96.43	96.63000000000001	see
ses-006_task-wolf17	sub-01	96.67	96.822	the']
ses-006_task-wolf17	sub-01	96.846	97.09400000000001	['kids
ses-006_task-wolf17	sub-01	97.142	97.494	again.
ses-006_task-wolf17	sub-01	97.582	97.758	You
ses-006_task-wolf17	sub-01	97.774	97.902	don't
ses-006_task-wolf17	sub-01	97.926	98.062	think
ses-006_task-wolf17	sub-01	98.086	98.198	"I'm""""]"
ses-006_task-wolf17	sub-01	98.214	98.382	['gonna
ses-006_task-wolf17	sub-01	98.406	98.518	see
ses-006_task-wolf17	sub-01	98.534	98.686	my.
ses-006_task-wolf17	sub-01	98.718	98.86200000000001	No
ses-006_task-wolf17	sub-01	98.886	99.02199999999999	
ses-006_task-wolf17	sub-01	99.046	99.182	I'm
ses-006_task-wolf17	sub-01	99.206	99.486	not
ses-006_task-wolf17	sub-01	99.518	99.702	fucking
ses-006_task-wolf17	sub-01	99.726	99.862	['you
ses-006_task-wolf17	sub-01	99.886	100.04599999999999	near
ses-006_task-wolf17	sub-01	100.078	100.19800000000001	my
ses-006_task-wolf17	sub-01	100.214	100.366	kids.
ses-006_task-wolf17	sub-01	100.398	100.542	You
ses-006_task-wolf17	sub-01	100.566	100.822	don't
ses-006_task-wolf17	sub-01	100.886	101.038	think
ses-006_task-wolf17	sub-01	101.054	101.134	I'm
ses-006_task-wolf17	sub-01	101.142	101.30199999999999	gonna']
ses-006_task-wolf17	sub-01	101.326	101.50999999999999	see
ses-006_task-wolf17	sub-01	101.55	101.726	my
ses-006_task-wolf17	sub-01	101.758	102.134	fucking
ses-006_task-wolf17	sub-01	102.182	102.39	kids
ses-006_task-wolf17	sub-01	102.43	102.63000000000001	again,
ses-006_task-wolf17	sub-01	102.67	102.934	['huh?
ses-006_task-wolf17	sub-01	102.982	103.246	Don't
ses-006_task-wolf17	sub-01	103.278	103.44600000000001	you
ses-006_task-wolf17	sub-01	103.478	103.84599999999999	fucking
ses-006_task-wolf17	sub-01	103.878	104.126	touch']
ses-006_task-wolf17	sub-01	104.158	104.73	them.
ses-006_task-wolf17	sub-01	105.59	105.94200000000001	"[""""Don't"
ses-006_task-wolf17	sub-01	105.966	106.14999999999999	you
ses-006_task-wolf17	sub-01	106.19	106.59	fucking
ses-006_task-wolf17	sub-01	106.63	106.91	touch']
ses-006_task-wolf17	sub-01	106.95	107.53	me.
ses-006_task-wolf17	sub-01	109.31	110.302	['Sweetheart.
ses-006_task-wolf17	sub-01	110.446	110.702	You're
ses-006_task-wolf17	sub-01	110.726	110.91	coming
ses-006_task-wolf17	sub-01	110.95	111.078	on
ses-006_task-wolf17	sub-01	111.094	111.198	a
ses-006_task-wolf17	sub-01	111.214	111.366	trip
ses-006_task-wolf17	sub-01	111.398	111.542	with']
ses-006_task-wolf17	sub-01	111.566	111.846	['daddy
ses-006_task-wolf17	sub-01	111.878	112.022	
ses-006_task-wolf17	sub-01	112.046	112.44600000000001	all
ses-006_task-wolf17	sub-01	112.558	112.75800000000001	right?
ses-006_task-wolf17	sub-01	112.774	112.95	You're
ses-006_task-wolf17	sub-01	112.99	113.118	coming
ses-006_task-wolf17	sub-01	113.134	113.238	on
ses-006_task-wolf17	sub-01	113.254	113.382	trip
ses-006_task-wolf17	sub-01	113.406	113.542	with
ses-006_task-wolf17	sub-01	113.566	114.25	daddy.
ses-006_task-wolf17	sub-01	117.51	117.88600000000001	"[""""Don't"
ses-006_task-wolf17	sub-01	117.918	118.11	you
ses-006_task-wolf17	sub-01	118.15	118.534	fucking
ses-006_task-wolf17	sub-01	118.582	118.82199999999999	touch
ses-006_task-wolf17	sub-01	118.846	119.006	him
ses-006_task-wolf17	sub-01	119.038	119.566	Jordan.
ses-006_task-wolf17	sub-01	119.718	120.006	I
ses-006_task-wolf17	sub-01	120.038	120.582	swear
ses-006_task-wolf17	sub-01	120.686	120.902	I
ses-006_task-wolf17	sub-01	120.926	121.086	will
ses-006_task-wolf17	sub-01	121.118	121.50999999999999	fucking
ses-006_task-wolf17	sub-01	121.55	121.774	kill
ses-006_task-wolf17	sub-01	121.822	122.41	you.
ses-006_task-wolf17	sub-01	125.15	125.438	All
ses-006_task-wolf17	sub-01	125.454	125.606	right,
ses-006_task-wolf17	sub-01	125.638	126.33	baby.
ses-006_task-wolf17	sub-01	127.07	127.502	['Daddy
ses-006_task-wolf17	sub-01	127.526	127.58999999999999	and
ses-006_task-wolf17	sub-01	127.59	127.678	you'll
ses-006_task-wolf17	sub-01	127.694	127.798	go
ses-006_task-wolf17	sub-01	127.814	127.91799999999999	on a
ses-006_task-wolf17	sub-01	127.934	128.08599999999998	little']
ses-006_task-wolf17	sub-01	128.118	128.326	trip
ses-006_task-wolf17	sub-01	128.358	128.622	together,
ses-006_task-wolf17	sub-01	128.686	129.342	okay?
ses-006_task-wolf17	sub-01	129.486	129.79	A little
ses-006_task-wolf17	sub-01	129.83	130.006	trip
ses-006_task-wolf17	sub-01	130.038	130.61	together.
ses-006_task-wolf17	sub-01	132.07	132.382	Get
ses-006_task-wolf17	sub-01	132.406	132.542	the
ses-006_task-wolf17	sub-01	132.566	132.942	key,
ses-006_task-wolf17	sub-01	133.046	133.286	get
ses-006_task-wolf17	sub-01	133.318	133.46200000000002	the
ses-006_task-wolf17	sub-01	133.486	133.718	key.
ses-006_task-wolf17	sub-01	133.774	133.918	I
ses-006_task-wolf17	sub-01	133.934	134.08599999999998	got
ses-006_task-wolf17	sub-01	134.118	134.69	it.
ses-006_task-wolf17	sub-01	135.03	135.294	Put
ses-006_task-wolf17	sub-01	135.302	135.398	your
ses-006_task-wolf17	sub-01	135.414	136.17	seatbelt.
ses-006_task-wolf17	sub-01	139.17	139.458	Go.
ses-006_task-wolf17	sub-01	139.474	139.578	Get
ses-006_task-wolf17	sub-01	139.594	139.72199999999998	your
ses-006_task-wolf17	sub-01	139.746	139.922	legs
ses-006_task-wolf17	sub-01	139.946	140.418	['in.
ses-006_task-wolf17	sub-01	140.554	140.802	I'm
ses-006_task-wolf17	sub-01	140.826	141.058	taking
ses-006_task-wolf17	sub-01	141.114	141.282	her
ses-006_task-wolf17	sub-01	141.306	141.514	with']
ses-006_task-wolf17	sub-01	141.562	141.98600000000002	['me.
ses-006_task-wolf17	sub-01	142.098	142.322	I
ses-006_task-wolf17	sub-01	142.346	142.53	told
ses-006_task-wolf17	sub-01	142.57	142.674	you
ses-006_task-wolf17	sub-01	142.682	142.826	
ses-006_task-wolf17	sub-01	142.858	143.05	taking
ses-006_task-wolf17	sub-01	143.09	143.242	her
ses-006_task-wolf17	sub-01	143.266	143.402	with
ses-006_task-wolf17	sub-01	143.426	143.56199999999998	me.
ses-006_task-wolf17	sub-01	143.586	143.746	You
ses-006_task-wolf17	sub-01	143.778	144.106	fucking
ses-006_task-wolf17	sub-01	144.138	144.602	['bitch.
ses-006_task-wolf17	sub-01	144.706	144.938	You're
ses-006_task-wolf17	sub-01	144.954	145.082	not
ses-006_task-wolf17	sub-01	145.106	145.32999999999998	gonna
ses-006_task-wolf17	sub-01	145.37	145.594	stop
ses-006_task-wolf17	sub-01	145.642	146.018	me.']
ses-006_task-wolf17	sub-01	146.114	146.338	"[""""You're"
ses-006_task-wolf17	sub-01	146.354	146.482	not
ses-006_task-wolf17	sub-01	146.506	146.706	gonna
ses-006_task-wolf17	sub-01	146.738	146.93	stop']
ses-006_task-wolf17	sub-01	146.97	147.55	me.
ses-006_task-wolf17	sub-01	148.53	148.89000000000001	Little
ses-006_task-wolf17	sub-01	148.93	149.59	trip.
ses-006_task-wolf17	sub-01	152.89	153.226	Get
ses-006_task-wolf17	sub-01	153.258	153.40200000000002	the
ses-006_task-wolf17	sub-01	153.426	153.56199999999998	hell
ses-006_task-wolf17	sub-01	153.586	153.698	out
ses-006_task-wolf17	sub-01	153.714	153.794	of
ses-006_task-wolf17	sub-01	153.802	154.35	here.
ses-006_task-wolf17	sub-01	156.53	157.186	Violet,
ses-006_task-wolf17	sub-01	157.258	158.08200000000002	garage door.
ses-006_task-wolf17	sub-01	158.146	158.36999999999998	Close
ses-006_task-wolf17	sub-01	158.41	158.99	it.
ses-006_task-wolf17	sub-01	205.65	206.362	Paragraph
ses-006_task-wolf17	sub-01	206.426	207.106	one.
ses-006_task-wolf17	sub-01	207.298	207.89000000000001	Defendant
ses-006_task-wolf17	sub-01	207.93	208.154	shall
ses-006_task-wolf17	sub-01	208.202	208.45	plead
ses-006_task-wolf17	sub-01	208.49	208.834	guilty
ses-006_task-wolf17	sub-01	208.882	209.066	to
ses-006_task-wolf17	sub-01	209.098	209.29000000000002	all
ses-006_task-wolf17	sub-01	209.33	209.722	counts
ses-006_task-wolf17	sub-01	209.746	209.858	of
ses-006_task-wolf17	sub-01	209.874	210.02599999999998	the
ses-006_task-wolf17	sub-01	210.058	210.56199999999998	indictment
ses-006_task-wolf17	sub-01	210.626	211.018	currently
ses-006_task-wolf17	sub-01	211.114	211.53	pending
ses-006_task-wolf17	sub-01	211.57	211.89	against
ses-006_task-wolf17	sub-01	211.97	212.21	him
ses-006_task-wolf17	sub-01	212.25	212.354	in
ses-006_task-wolf17	sub-01	212.362	212.482	the
ses-006_task-wolf17	sub-01	212.506	212.834	United
ses-006_task-wolf17	sub-01	212.922	213.29	States
ses-006_task-wolf17	sub-01	213.37	213.73000000000002	District
ses-006_task-wolf17	sub-01	213.81	214.122	court
ses-006_task-wolf17	sub-01	214.186	214.362	for
ses-006_task-wolf17	sub-01	214.386	214.546	the
ses-006_task-wolf17	sub-01	214.578	214.946	eastern
ses-006_task-wolf17	sub-01	215.018	215.322	District
ses-006_task-wolf17	sub-01	215.386	215.60999999999999	of
ses-006_task-wolf17	sub-01	215.65	215.826	New
ses-006_task-wolf17	sub-01	215.858	216.43	York.
ses-006_task-wolf17	sub-01	216.73	217.378	Paragraph
ses-006_task-wolf17	sub-01	217.434	217.722	two.
ses-006_task-wolf17	sub-01	217.786	218.034	Talk
ses-006_task-wolf17	sub-01	218.082	218.69	normally.
ses-006_task-wolf17	sub-01	218.77	218.98600000000002	The
ses-006_task-wolf17	sub-01	219.018	219.45	defendant
ses-006_task-wolf17	sub-01	219.49	219.714	shall
ses-006_task-wolf17	sub-01	219.762	220.522	participate
ses-006_task-wolf17	sub-01	220.586	220.81	in
ses-006_task-wolf17	sub-01	220.85	221.402	undercover
ses-006_task-wolf17	sub-01	221.466	222.122	activities.
ses-006_task-wolf17	sub-01	222.226	222.69	Breathe
ses-006_task-wolf17	sub-01	222.73	223.202	normally.
ses-006_task-wolf17	sub-01	223.266	223.658	Including
ses-006_task-wolf17	sub-01	223.754	224.106	wearing
ses-006_task-wolf17	sub-01	224.138	224.306	a
ses-006_task-wolf17	sub-01	224.338	224.81	recording
ses-006_task-wolf17	sub-01	224.85	225.29	device,
ses-006_task-wolf17	sub-01	225.37	225.68200000000002	also
ses-006_task-wolf17	sub-01	225.746	226.018	known
ses-006_task-wolf17	sub-01	226.074	226.24200000000002	as
ses-006_task-wolf17	sub-01	226.266	226.378	a
ses-006_task-wolf17	sub-01	226.394	226.698	wire.
ses-006_task-wolf17	sub-01	226.754	226.994	After
ses-006_task-wolf17	sub-01	227.042	227.298	five
ses-006_task-wolf17	sub-01	227.354	227.70600000000002	minutes,
ses-006_task-wolf17	sub-01	227.778	228.00199999999998	"[""""you'll"
ses-006_task-wolf17	sub-01	228.026	228.274	forget
ses-006_task-wolf17	sub-01	228.322	228.458	you
ses-006_task-wolf17	sub-01	228.474	228.62599999999998	even
ses-006_task-wolf17	sub-01	228.658	228.778	have
ses-006_task-wolf17	sub-01	228.794	228.89800000000002	it
ses-006_task-wolf17	sub-01	228.914	229.11399999999998	on.
ses-006_task-wolf17	sub-01	229.162	229.298	In']
ses-006_task-wolf17	sub-01	229.314	229.85	conjunction
ses-006_task-wolf17	sub-01	229.89	230.04199999999997	with
ses-006_task-wolf17	sub-01	230.066	230.226	the
ses-006_task-wolf17	sub-01	230.258	230.93800000000002	investigation
ses-006_task-wolf17	sub-01	230.994	231.186	of
ses-006_task-wolf17	sub-01	231.218	231.60199999999998	securities
ses-006_task-wolf17	sub-01	231.706	232.506	fraud.
ses-006_task-wolf17	sub-01	232.658	233.194	Paragraph
ses-006_task-wolf17	sub-01	233.242	233.618	four.
ses-006_task-wolf17	sub-01	233.714	233.898	The
ses-006_task-wolf17	sub-01	233.914	234.35399999999998	defendant
ses-006_task-wolf17	sub-01	234.402	234.60999999999999	must
ses-006_task-wolf17	sub-01	234.65	234.958	not
ses-006_task-wolf17	sub-01	235.034	235.31	commit
ses-006_task-wolf17	sub-01	235.35	235.52599999999998	or
ses-006_task-wolf17	sub-01	235.558	235.838	attempt
ses-006_task-wolf17	sub-01	235.894	236.086	to
ses-006_task-wolf17	sub-01	236.118	236.438	commit
ses-006_task-wolf17	sub-01	236.494	236.71	any
ses-006_task-wolf17	sub-01	236.75	236.998	further
ses-006_task-wolf17	sub-01	237.054	237.366	crimes.
ses-006_task-wolf17	sub-01	237.398	237.97	Please,
ses-006_task-wolf17	sub-01	238.39	238.678	let
ses-006_task-wolf17	sub-01	238.694	238.82199999999997	me
ses-006_task-wolf17	sub-01	238.846	239.246	just
ses-006_task-wolf17	sub-01	239.358	239.678	sign
ses-006_task-wolf17	sub-01	239.734	239.90200000000002	the
ses-006_task-wolf17	sub-01	239.926	240.326	fucking
ses-006_task-wolf17	sub-01	240.358	240.526	thing
ses-006_task-wolf17	sub-01	240.558	240.94199999999998	already.
ses-006_task-wolf17	sub-01	241.046	241.326	Thank
ses-006_task-wolf17	sub-01	241.358	241.93	you.
ses-006_task-wolf17	sub-01	245.67	246.03	Just
ses-006_task-wolf17	sub-01	246.07	246.678	here?
ses-006_task-wolf17	sub-01	246.854	247.342	"[""""That'd"
ses-006_task-wolf17	sub-01	247.366	247.526	be
ses-006_task-wolf17	sub-01	247.558	248.13	good.']
ses-006_task-wolf17	sub-01	249.99	250.366	['Thank
ses-006_task-wolf17	sub-01	250.398	250.974	you.
ses-006_task-wolf17	sub-01	251.142	251.446	It
ses-006_task-wolf17	sub-01	251.478	251.75	"wasn't""""]"
ses-006_task-wolf17	sub-01	251.79	251.94199999999998	even
ses-006_task-wolf17	sub-01	251.966	252.102	a
ses-006_task-wolf17	sub-01	252.126	252.73000000000002	choice.
ses-006_task-wolf17	sub-01	253.83	254.11800000000002	For
ses-006_task-wolf17	sub-01	254.134	254.30999999999997	the
ses-006_task-wolf17	sub-01	254.35	254.59799999999998	next
ses-006_task-wolf17	sub-01	254.654	254.942	6
ses-006_task-wolf17	sub-01	255.006	255.278	hours,
ses-006_task-wolf17	sub-01	255.334	255.502	I
ses-006_task-wolf17	sub-01	255.526	255.71	came
ses-006_task-wolf17	sub-01	255.75	255.878	up
ses-006_task-wolf17	sub-01	255.894	256.022	with
ses-006_task-wolf17	sub-01	256.046	256.182	a
ses-006_task-wolf17	sub-01	256.206	256.77000000000004	list.
