dataset	subject	onset	offset	word
ses-011_task-s02e03b	sub-01	11.882	12.058	"[""""Let's"
ses-011_task-s02e03b	sub-01	12.074	12.254	go.
ses-011_task-s02e03b	sub-01	12.292	12.398	Well
ses-011_task-s02e03b	sub-01	12.404	12.526	
ses-011_task-s02e03b	sub-01	12.548	12.638	what
ses-011_task-s02e03b	sub-01	12.644	12.766	if
ses-011_task-s02e03b	sub-01	12.788	12.926	I
ses-011_task-s02e03b	sub-01	12.948	13.182	never
ses-011_task-s02e03b	sub-01	13.236	13.742	somebody?
ses-011_task-s02e03b	sub-01	13.876	14.126	Or
ses-011_task-s02e03b	sub-01	14.148	14.334	even
ses-011_task-s02e03b	sub-01	14.372	14.586	worse,
ses-011_task-s02e03b	sub-01	14.618	14.766	what
ses-011_task-s02e03b	sub-01	14.788	14.878	if
ses-011_task-s02e03b	sub-01	14.884	15.006	I
ses-011_task-s02e03b	sub-01	15.028	15.214	already
ses-011_task-s02e03b	sub-01	15.252	15.454	found
ses-011_task-s02e03b	sub-01	15.492	15.646	her
ses-011_task-s02e03b	sub-01	15.668	15.806	but
ses-011_task-s02e03b	sub-01	15.828	15.966	I
ses-011_task-s02e03b	sub-01	15.988	16.298	dumped
ses-011_task-s02e03b	sub-01	16.314	16.494	her
ses-011_task-s02e03b	sub-01	16.532	16.734	because
ses-011_task-s02e03b	sub-01	16.772	16.926	she
ses-011_task-s02e03b	sub-01	16.948	17.402	pronounces
ses-011_task-s02e03b	sub-01	17.466	17.742	it
ses-011_task-s02e03b	sub-01	17.796	18.669999999999998	supposedly?
ses-011_task-s02e03b	sub-01	20.13	20.746	Chandler,
ses-011_task-s02e03b	sub-01	20.778	21.022	['come
ses-011_task-s02e03b	sub-01	21.076	21.342	on.
ses-011_task-s02e03b	sub-01	21.396	21.626	You're
ses-011_task-s02e03b	sub-01	21.658	21.758000000000003	going
ses-011_task-s02e03b	sub-01	21.764	21.886	to
ses-011_task-s02e03b	sub-01	21.908	22.238	find']
ses-011_task-s02e03b	sub-01	22.324	23.054000000000002	somebody.
ses-011_task-s02e03b	sub-01	23.252	23.566	How
ses-011_task-s02e03b	sub-01	23.588	23.726000000000003	do
ses-011_task-s02e03b	sub-01	23.748	23.886000000000003	you
ses-011_task-s02e03b	sub-01	23.908	24.046000000000003	know
ses-011_task-s02e03b	sub-01	24.068	24.71	that?
ses-011_task-s02e03b	sub-01	24.9	25.398	['How?
ses-011_task-s02e03b	sub-01	25.484	25.686000000000003	I
ses-011_task-s02e03b	sub-01	25.708	25.798	don't
ses-011_task-s02e03b	sub-01	25.804	25.926	know.
ses-011_task-s02e03b	sub-01	25.948	26.098	I'm
ses-011_task-s02e03b	sub-01	26.114	26.246000000000002	just
ses-011_task-s02e03b	sub-01	26.268	26.358	trying
ses-011_task-s02e03b	sub-01	26.364	26.438000000000002	to
ses-011_task-s02e03b	sub-01	26.444	26.614	help
ses-011_task-s02e03b	sub-01	26.652	26.806	you']
ses-011_task-s02e03b	sub-01	26.828	27.4	out.
ses-011_task-s02e03b	sub-01	29.05	29.426000000000002	"[""""You'll"
ses-011_task-s02e03b	sub-01	29.458	29.605999999999998	see
ses-011_task-s02e03b	sub-01	29.628	29.766000000000002	
ses-011_task-s02e03b	sub-01	29.788	29.926000000000002	guys
ses-011_task-s02e03b	sub-01	29.948	30.038	are
ses-011_task-s02e03b	sub-01	30.044	30.166	all
ses-011_task-s02e03b	sub-01	30.188	30.278	going
ses-011_task-s02e03b	sub-01	30.284	30.358	to
ses-011_task-s02e03b	sub-01	30.364	30.486	go
ses-011_task-s02e03b	sub-01	30.508	30.646	off
ses-011_task-s02e03b	sub-01	30.668	30.806	and
ses-011_task-s02e03b	sub-01	30.828	30.966	get
ses-011_task-s02e03b	sub-01	30.988	31.314	['married
ses-011_task-s02e03b	sub-01	31.362	31.526	
ses-011_task-s02e03b	sub-01	31.548	31.697999999999997	and
ses-011_task-s02e03b	sub-01	31.714	31.785999999999998	I'm
ses-011_task-s02e03b	sub-01	31.788	31.87	going
ses-011_task-s02e03b	sub-01	31.88	31.958	to
ses-011_task-s02e03b	sub-01	31.964	32.086	end
ses-011_task-s02e03b	sub-01	32.108	32.87	alone.
ses-011_task-s02e03b	sub-01	33.37	33.686	Will
ses-011_task-s02e03b	sub-01	33.708	33.798	you
ses-011_task-s02e03b	sub-01	33.804	34.114000000000004	promise
ses-011_task-s02e03b	sub-01	34.162	34.326	me
ses-011_task-s02e03b	sub-01	34.348	34.92	something?
ses-011_task-s02e03b	sub-01	35.29	35.606	When
ses-011_task-s02e03b	sub-01	35.628	35.826	"[""""you're"
ses-011_task-s02e03b	sub-01	35.858	36.114	married
ses-011_task-s02e03b	sub-01	36.162	36.326	
ses-011_task-s02e03b	sub-01	36.348	36.486	will
ses-011_task-s02e03b	sub-01	36.508	36.738	you
ses-011_task-s02e03b	sub-01	36.754	36.885999999999996	invite
ses-011_task-s02e03b	sub-01	36.908	37.046	me
ses-011_task-s02e03b	sub-01	37.068	37.205999999999996	over
ses-011_task-s02e03b	sub-01	37.228	38.07	holidays?
ses-011_task-s02e03b	sub-01	39.47	39.738	['I
ses-011_task-s02e03b	sub-01	39.744	39.818	don't
ses-011_task-s02e03b	sub-01	39.824	39.946	know
ses-011_task-s02e03b	sub-01	39.968	40.05800000000001	what
ses-011_task-s02e03b	sub-01	40.064	40.198	"we're""""]"
ses-011_task-s02e03b	sub-01	40.214	40.286	going
ses-011_task-s02e03b	sub-01	40.288	40.318999999999996	to
ses-011_task-s02e03b	sub-01	40.319	40.426	be
ses-011_task-s02e03b	sub-01	40.448	41.02	doing.
ses-011_task-s02e03b	sub-01	43.79	44.106	I
ses-011_task-s02e03b	sub-01	44.128	44.506	mean,
ses-011_task-s02e03b	sub-01	44.608	44.826	['what
ses-011_task-s02e03b	sub-01	44.848	44.986	if
ses-011_task-s02e03b	sub-01	45.008	45.158	we're
ses-011_task-s02e03b	sub-01	45.174	45.306	over
ses-011_task-s02e03b	sub-01	45.328	45.466	at
ses-011_task-s02e03b	sub-01	45.488	45.626	her
ses-011_task-s02e03b	sub-01	45.648	45.942	folks']
ses-011_task-s02e03b	sub-01	46.006	46.62	place?
ses-011_task-s02e03b	sub-01	49.31	49.722	Yeah,
ses-011_task-s02e03b	sub-01	49.776	50.006	I
ses-011_task-s02e03b	sub-01	50.048	50.64	understand.
ses-011_task-s02e03b	sub-01	54.53	54.846000000000004	You
ses-011_task-s02e03b	sub-01	54.868	54.958000000000006	can
ses-011_task-s02e03b	sub-01	54.964	55.086	come
ses-011_task-s02e03b	sub-01	55.108	55.245999999999995	over
ses-011_task-s02e03b	sub-01	55.268	55.406	and
ses-011_task-s02e03b	sub-01	55.428	55.614	watch
ses-011_task-s02e03b	sub-01	55.652	55.758	the
ses-011_task-s02e03b	sub-01	55.764	55.982000000000006	Super
ses-011_task-s02e03b	sub-01	56.036	56.75	Bowl
ses-011_task-s02e03b	sub-01	57.33	57.742	every
ses-011_task-s02e03b	sub-01	57.796	58.205999999999996	year.
ses-011_task-s02e03b	sub-01	58.308	58.526	All
ses-011_task-s02e03b	sub-01	58.548	59.120000000000005	right,
ses-011_task-s02e03b	sub-01	60.37	60.638	you
ses-011_task-s02e03b	sub-01	60.644	60.814	know
ses-011_task-s02e03b	sub-01	60.852	61.44	what?
ses-011_task-s02e03b	sub-01	62.47	62.798	"[""""I'm"
ses-011_task-s02e03b	sub-01	62.814	62.898	not
ses-011_task-s02e03b	sub-01	62.904	62.978	going
ses-011_task-s02e03b	sub-01	62.984	63.058	to
ses-011_task-s02e03b	sub-01	63.064	63.234	end
ses-011_task-s02e03b	sub-01	63.272	63.426	up
ses-011_task-s02e03b	sub-01	63.448	63.586	like
ses-011_task-s02e03b	sub-01	63.608	63.937999999999995	this.']
ses-011_task-s02e03b	sub-01	64.024	64.318	"[""""I'll"
ses-011_task-s02e03b	sub-01	64.334	64.46600000000001	see
ses-011_task-s02e03b	sub-01	64.488	64.626	you
ses-011_task-s02e03b	sub-01	64.648	65.22	
ses-011_task-s02e03b	sub-01	75.53	76.55	Supposedly.
ses-011_task-s02e03b	sub-01	79.69	80.78999999999999	Supposedly.
ses-011_task-s02e03b	sub-01	83.61	83.974	Did
ses-011_task-s02e03b	sub-01	84.012	84.166	they
ses-011_task-s02e03b	sub-01	84.188	84.32600000000001	go
ses-011_task-s02e03b	sub-01	84.348	84.486	to
ses-011_task-s02e03b	sub-01	84.508	84.694	the
ses-011_task-s02e03b	sub-01	84.732	85.35	zoo?
ses-011_task-s02e03b	sub-01	86.41	87.59	Supposedly.
ses-011_task-s02e03b	sub-01	100.93	101.68	['Hi
ses-011_task-s02e03b	sub-01	102.21	102.666	
ses-011_task-s02e03b	sub-01	102.698	103.27999999999999	me.
ses-011_task-s02e03b	sub-01	103.89	104.64	Oh,
ses-011_task-s02e03b	sub-01	105.17	105.92	my
ses-011_task-s02e03b	sub-01	106.37	107.12	God.
ses-011_task-s02e03b	sub-01	109.17	109.97800000000001	Janice.
ses-011_task-s02e03b	sub-01	110.074	110.334	You
ses-011_task-s02e03b	sub-01	110.372	110.67	called
ses-011_task-s02e03b	sub-01	110.74	111.55	Janice?
ses-011_task-s02e03b	sub-01	113.11	113.618	Yes,
ses-011_task-s02e03b	sub-01	113.704	114.27	Janice.
ses-011_task-s02e03b	sub-01	114.35	114.54599999999999	Why
ses-011_task-s02e03b	sub-01	114.568	114.658	is
ses-011_task-s02e03b	sub-01	114.664	114.786	that
ses-011_task-s02e03b	sub-01	114.808	114.99400000000001	so
ses-011_task-s02e03b	sub-01	115.032	115.234	difficult
ses-011_task-s02e03b	sub-01	115.272	115.426	for
ses-011_task-s02e03b	sub-01	115.448	115.538	you
ses-011_task-s02e03b	sub-01	115.544	115.666	to
ses-011_task-s02e03b	sub-01	115.688	116.462	comprehend?
ses-011_task-s02e03b	sub-01	116.606	116.914	You
ses-011_task-s02e03b	sub-01	116.952	117.346	remember
ses-011_task-s02e03b	sub-01	117.448	118.02999999999999	Janice,
ses-011_task-s02e03b	sub-01	118.11	118.74	right?
ses-011_task-s02e03b	sub-01	120.07	120.818	Yes.
ses-011_task-s02e03b	sub-01	120.984	121.26599999999999	She
ses-011_task-s02e03b	sub-01	121.288	121.474	was
ses-011_task-s02e03b	sub-01	121.512	121.998	smart,
ses-011_task-s02e03b	sub-01	122.094	122.306	she
ses-011_task-s02e03b	sub-01	122.328	122.51400000000001	was
ses-011_task-s02e03b	sub-01	122.552	122.85000000000001	pretty,
ses-011_task-s02e03b	sub-01	122.92	123.10600000000001	and
ses-011_task-s02e03b	sub-01	123.128	123.31400000000001	she
ses-011_task-s02e03b	sub-01	123.352	123.694	honestly
ses-011_task-s02e03b	sub-01	123.742	124.078	cared
ses-011_task-s02e03b	sub-01	124.094	124.32199999999999	about
ses-011_task-s02e03b	sub-01	124.376	124.846	me.
ses-011_task-s02e03b	sub-01	124.968	125.44200000000001	Janice
ses-011_task-s02e03b	sub-01	125.506	125.686	is
ses-011_task-s02e03b	sub-01	125.708	125.894	my
ses-011_task-s02e03b	sub-01	125.932	126.134	last
ses-011_task-s02e03b	sub-01	126.172	126.374	chance
ses-011_task-s02e03b	sub-01	126.412	126.566	to
ses-011_task-s02e03b	sub-01	126.588	126.82199999999999	have
ses-011_task-s02e03b	sub-01	126.876	127.48	somebody.
ses-011_task-s02e03b	sub-01	128.97	129.72	Hello?
ses-011_task-s02e03b	sub-01	133.85	134.50199999999998	Oh,
ses-011_task-s02e03b	sub-01	134.636	135.26999999999998	my
ses-011_task-s02e03b	sub-01	135.42	136.11999999999998	God.
ses-011_task-s02e03b	sub-01	138.73	139.19799999999998	Jeez,
ses-011_task-s02e03b	sub-01	139.234	139.386	look
ses-011_task-s02e03b	sub-01	139.408	139.546	how
ses-011_task-s02e03b	sub-01	139.568	139.81400000000002	fat
ses-011_task-s02e03b	sub-01	139.862	140.07399999999998	she
ses-011_task-s02e03b	sub-01	140.112	140.7	got.
ses-011_task-s02e03b	sub-01	142.11	142.66600000000003	Hey,
ses-011_task-s02e03b	sub-01	142.768	143.174	"[""""it's"
ses-011_task-s02e03b	sub-01	143.222	143.82000000000002	everybody.']
ses-011_task-s02e03b	sub-01	146.19	146.87	Janice.
ses-011_task-s02e03b	sub-01	146.95	147.542	"[""""You're."
ses-011_task-s02e03b	sub-01	147.686	148.282	Yes
ses-011_task-s02e03b	sub-01	148.416	148.762	
ses-011_task-s02e03b	sub-01	148.816	149.42000000000002	am.
ses-011_task-s02e03b	sub-01	150.93	151.294	Is
ses-011_task-s02e03b	sub-01	151.332	151.534	it
ses-011_task-s02e03b	sub-01	151.572	152.186	yours?
ses-011_task-s02e03b	sub-01	152.298	152.67000000000002	Ha.
ses-011_task-s02e03b	sub-01	152.74	153.02200000000002	You
ses-011_task-s02e03b	sub-01	153.076	153.402	wish.
ses-011_task-s02e03b	sub-01	153.466	154.026	Chandler
ses-011_task-s02e03b	sub-01	154.058	154.82999999999998	Bing,
ses-011_task-s02e03b	sub-01	155.41	155.918	you
ses-011_task-s02e03b	sub-01	156.004	156.254	are
ses-011_task-s02e03b	sub-01	156.292	156.638	looking
ses-011_task-s02e03b	sub-01	156.724	156.974	at
ses-011_task-s02e03b	sub-01	157.012	157.166	a
ses-011_task-s02e03b	sub-01	157.188	157.69	married
ses-011_task-s02e03b	sub-01	157.77	158.154	lady
ses-011_task-s02e03b	sub-01	158.202	158.8	now.
ses-011_task-s02e03b	sub-01	159.65	160.446	Oh,
ses-011_task-s02e03b	sub-01	160.628	161.35999999999999	yes.
ses-011_task-s02e03b	sub-01	163.83	165.01000000000002	Congratulations.
ses-011_task-s02e03b	sub-01	165.91	166.418	Oh,
ses-011_task-s02e03b	sub-01	166.504	167.278	['sweetie
ses-011_task-s02e03b	sub-01	167.374	167.774	
ses-011_task-s02e03b	sub-01	167.822	168.322	I'm
ses-011_task-s02e03b	sub-01	168.456	168.706	['I
ses-011_task-s02e03b	sub-01	168.728	168.97400000000002	couldn't
ses-011_task-s02e03b	sub-01	169.022	169.23399999999998	wait
ses-011_task-s02e03b	sub-01	169.272	169.426	for
ses-011_task-s02e03b	sub-01	169.448	169.586	you']
ses-011_task-s02e03b	sub-01	169.608	170.29	forever.
ses-011_task-s02e03b	sub-01	171.11	171.42600000000002	['You
ses-011_task-s02e03b	sub-01	171.448	171.64600000000002	couldn't
ses-011_task-s02e03b	sub-01	171.678	171.778	have
ses-011_task-s02e03b	sub-01	171.784	171.906	told
ses-011_task-s02e03b	sub-01	171.928	172.066	me
ses-011_task-s02e03b	sub-01	172.088	172.226	about
ses-011_task-s02e03b	sub-01	172.248	172.386	this
ses-011_task-s02e03b	sub-01	172.408	172.546	over
ses-011_task-s02e03b	sub-01	172.568	172.70600000000002	the']
ses-011_task-s02e03b	sub-01	172.728	173.154	phone?
ses-011_task-s02e03b	sub-01	173.272	173.554	And
ses-011_task-s02e03b	sub-01	173.592	173.93800000000002	what,
ses-011_task-s02e03b	sub-01	174.024	174.318	missed
ses-011_task-s02e03b	sub-01	174.334	174.514	the
ses-011_task-s02e03b	sub-01	174.552	175.018	expression
ses-011_task-s02e03b	sub-01	175.054	175.206	on
ses-011_task-s02e03b	sub-01	175.228	175.366	your
ses-011_task-s02e03b	sub-01	175.388	175.67000000000002	face?
ses-011_task-s02e03b	sub-01	175.74	175.97400000000002	Oh,
ses-011_task-s02e03b	sub-01	176.012	176.454	no.
ses-011_task-s02e03b	sub-01	176.572	177.122	Janice
ses-011_task-s02e03b	sub-01	177.186	177.506	likes
ses-011_task-s02e03b	sub-01	177.538	177.734	to
ses-011_task-s02e03b	sub-01	177.772	178.022	have
ses-011_task-s02e03b	sub-01	178.076	178.34199999999998	her
ses-011_task-s02e03b	sub-01	178.396	179.0	fun.
ses-011_task-s02e03b	sub-01	191.47	191.834	Hey,
ses-011_task-s02e03b	sub-01	191.872	192.454	['Rach
ses-011_task-s02e03b	sub-01	192.582	192.778	
ses-011_task-s02e03b	sub-01	192.784	192.906	you
ses-011_task-s02e03b	sub-01	192.928	193.018	know
ses-011_task-s02e03b	sub-01	193.024	193.098	what
ses-011_task-s02e03b	sub-01	193.104	193.238	we
ses-011_task-s02e03b	sub-01	193.254	193.398	hadn't
ses-011_task-s02e03b	sub-01	193.414	193.546	played
ses-011_task-s02e03b	sub-01	193.568	193.65800000000002	in
ses-011_task-s02e03b	sub-01	193.664	193.97799999999998	while?
ses-011_task-s02e03b	sub-01	194.064	194.602	What?
ses-011_task-s02e03b	sub-01	194.736	195.046	Hide
ses-011_task-s02e03b	sub-01	195.078	195.274	the
ses-011_task-s02e03b	sub-01	195.312	196.01000000000002	lamp.
ses-011_task-s02e03b	sub-01	198.51	199.17399999999998	Monica,
ses-011_task-s02e03b	sub-01	199.222	199.386	let
ses-011_task-s02e03b	sub-01	199.408	199.594	it
ses-011_task-s02e03b	sub-01	199.632	200.22	go.
ses-011_task-s02e03b	sub-01	201.33	201.598	Did
ses-011_task-s02e03b	sub-01	201.604	201.72600000000003	you
ses-011_task-s02e03b	sub-01	201.748	201.886	know
ses-011_task-s02e03b	sub-01	201.908	201.998	I
ses-011_task-s02e03b	sub-01	202.004	202.126	was
ses-011_task-s02e03b	sub-01	202.148	202.458	allergic
ses-011_task-s02e03b	sub-01	202.474	202.606	to
ses-011_task-s02e03b	sub-01	202.628	203.25799999999998	['shellfish?
ses-011_task-s02e03b	sub-01	203.354	203.566	Well
ses-011_task-s02e03b	sub-01	203.588	203.774	
ses-011_task-s02e03b	sub-01	203.812	204.10600000000002	then
ses-011_task-s02e03b	sub-01	204.138	204.334	just
ses-011_task-s02e03b	sub-01	204.372	204.526	have
ses-011_task-s02e03b	sub-01	204.548	204.686	to
ses-011_task-s02e03b	sub-01	204.708	204.894	eat
ses-011_task-s02e03b	sub-01	204.932	205.08599999999998	the
ses-011_task-s02e03b	sub-01	205.108	205.294	other
ses-011_task-s02e03b	sub-01	205.332	206.03	lamps.
ses-011_task-s02e03b	sub-01	209.57	209.97799999999998	Uh
ses-011_task-s02e03b	sub-01	209.994	210.27	['oh.
ses-011_task-s02e03b	sub-01	210.34	210.586	It's
ses-011_task-s02e03b	sub-01	210.618	211.00199999999998	scary.']
ses-011_task-s02e03b	sub-01	211.066	211.594	Scientist
ses-011_task-s02e03b	sub-01	211.642	212.24	man.
ses-011_task-s02e03b	sub-01	214.95	215.362	Okay,
ses-011_task-s02e03b	sub-01	215.416	215.774	Phoebe,
ses-011_task-s02e03b	sub-01	215.822	215.986	this
ses-011_task-s02e03b	sub-01	216.008	216.19400000000002	is
ses-011_task-s02e03b	sub-01	216.232	216.722	it.
ses-011_task-s02e03b	sub-01	216.856	217.106	In
ses-011_task-s02e03b	sub-01	217.128	217.314	this
ses-011_task-s02e03b	sub-01	217.352	217.934	briefcase,
ses-011_task-s02e03b	sub-01	217.982	218.194	I
ses-011_task-s02e03b	sub-01	218.232	218.574	carry
ses-011_task-s02e03b	sub-01	218.622	219.21800000000002	actual
ses-011_task-s02e03b	sub-01	219.384	220.158	scientific
ses-011_task-s02e03b	sub-01	220.254	220.78199999999998	facts.
ses-011_task-s02e03b	sub-01	220.846	221.506	A
ses-011_task-s02e03b	sub-01	221.688	222.414	briefcase
ses-011_task-s02e03b	sub-01	222.462	222.67399999999998	of
ses-011_task-s02e03b	sub-01	222.712	223.006	facts,
ses-011_task-s02e03b	sub-01	223.038	223.186	if
ses-011_task-s02e03b	sub-01	223.208	223.394	you
ses-011_task-s02e03b	sub-01	223.432	224.01999999999998	will.
ses-011_task-s02e03b	sub-01	225.67	226.034	Some
ses-011_task-s02e03b	sub-01	226.072	226.178	of
ses-011_task-s02e03b	sub-01	226.184	226.35399999999998	these
ses-011_task-s02e03b	sub-01	226.392	226.938	fossils
ses-011_task-s02e03b	sub-01	226.974	227.17399999999998	are
ses-011_task-s02e03b	sub-01	227.212	227.558	over
ses-011_task-s02e03b	sub-01	227.644	228.726	200
ses-011_task-s02e03b	sub-01	228.908	229.68599999999998	million
ses-011_task-s02e03b	sub-01	229.868	230.31	years
ses-011_task-s02e03b	sub-01	230.38	230.75799999999998	old.
ses-011_task-s02e03b	sub-01	230.844	231.094	Okay,
ses-011_task-s02e03b	sub-01	231.132	231.43	look,
ses-011_task-s02e03b	sub-01	231.5	231.734	before
ses-011_task-s02e03b	sub-01	231.772	231.926	you
ses-011_task-s02e03b	sub-01	231.948	232.18200000000002	even
ses-011_task-s02e03b	sub-01	232.236	232.54999999999998	['start
ses-011_task-s02e03b	sub-01	232.62	232.866	
ses-011_task-s02e03b	sub-01	232.898	233.094	I'm
ses-011_task-s02e03b	sub-01	233.132	233.63400000000001	not
ses-011_task-s02e03b	sub-01	233.682	234.29	['evolution
ses-011_task-s02e03b	sub-01	234.37	234.614	
ses-011_task-s02e03b	sub-01	234.652	234.81799999999998	okay?
ses-011_task-s02e03b	sub-01	234.834	234.966	I'm
ses-011_task-s02e03b	sub-01	234.988	235.126	just
ses-011_task-s02e03b	sub-01	235.148	235.286	saying
ses-011_task-s02e03b	sub-01	235.308	235.58599999999998	"[""""it's"
ses-011_task-s02e03b	sub-01	235.618	235.766	one
ses-011_task-s02e03b	sub-01	235.788	235.92600000000002	of
ses-011_task-s02e03b	sub-01	235.948	236.086	the
ses-011_task-s02e03b	sub-01	236.108	236.722	possibilities.']
ses-011_task-s02e03b	sub-01	236.786	236.978	"[""""It's"
ses-011_task-s02e03b	sub-01	236.994	237.126	the
ses-011_task-s02e03b	sub-01	237.148	237.52599999999998	only
ses-011_task-s02e03b	sub-01	237.628	238.25799999999998	possibility
ses-011_task-s02e03b	sub-01	238.354	238.89800000000002	Phoebe.
ses-011_task-s02e03b	sub-01	238.994	239.494	Okay,
ses-011_task-s02e03b	sub-01	239.612	240.178	Ron,
ses-011_task-s02e03b	sub-01	240.274	240.546	could
ses-011_task-s02e03b	sub-01	240.588	240.698	you
ses-011_task-s02e03b	sub-01	240.704	240.874	just
ses-011_task-s02e03b	sub-01	240.912	241.114	open
ses-011_task-s02e03b	sub-01	241.152	241.30599999999998	your
ses-011_task-s02e03b	sub-01	241.328	241.514	mind,
ses-011_task-s02e03b	sub-01	241.552	241.754	like,
ses-011_task-s02e03b	sub-01	241.792	241.994	this
ses-011_task-s02e03b	sub-01	242.032	242.61800000000002	much?
ses-011_task-s02e03b	sub-01	242.784	243.498	Okay,
ses-011_task-s02e03b	sub-01	243.664	244.13799999999998	now,
ses-011_task-s02e03b	sub-01	244.224	244.61399999999998	"[""""wasn't"
ses-011_task-s02e03b	sub-01	244.662	244.826	there
ses-011_task-s02e03b	sub-01	244.848	245.03400000000002	a
ses-011_task-s02e03b	sub-01	245.072	245.37	time
ses-011_task-s02e03b	sub-01	245.44	245.674	when
ses-011_task-s02e03b	sub-01	245.712	245.81799999999998	the']
ses-011_task-s02e03b	sub-01	245.824	246.246	brightest
ses-011_task-s02e03b	sub-01	246.278	246.59799999999998	minds
ses-011_task-s02e03b	sub-01	246.614	246.746	in
ses-011_task-s02e03b	sub-01	246.768	246.858	the
ses-011_task-s02e03b	sub-01	246.864	247.13	world
ses-011_task-s02e03b	sub-01	247.2	247.47799999999998	believed
ses-011_task-s02e03b	sub-01	247.494	247.626	that
ses-011_task-s02e03b	sub-01	247.648	247.738	the
ses-011_task-s02e03b	sub-01	247.744	248.006	Earth
ses-011_task-s02e03b	sub-01	248.038	248.234	was
ses-011_task-s02e03b	sub-01	248.272	248.998	flat?
ses-011_task-s02e03b	sub-01	249.174	249.562	And
ses-011_task-s02e03b	sub-01	249.616	249.786	up
ses-011_task-s02e03b	sub-01	249.808	250.042	until,
ses-011_task-s02e03b	sub-01	250.096	250.314	like,
ses-011_task-s02e03b	sub-01	250.352	250.554	what,
ses-011_task-s02e03b	sub-01	250.592	250.842	50
ses-011_task-s02e03b	sub-01	250.896	251.11399999999998	years
ses-011_task-s02e03b	sub-01	251.152	251.594	ago,
ses-011_task-s02e03b	sub-01	251.712	252.006	you
ses-011_task-s02e03b	sub-01	252.048	252.254	all
ses-011_task-s02e03b	sub-01	252.292	252.446	thought
ses-011_task-s02e03b	sub-01	252.468	252.606	the
ses-011_task-s02e03b	sub-01	252.628	252.986	atom
ses-011_task-s02e03b	sub-01	253.018	253.166	was
ses-011_task-s02e03b	sub-01	253.188	253.278	the
ses-011_task-s02e03b	sub-01	253.284	253.706	smallest
ses-011_task-s02e03b	sub-01	253.738	254.078	thing
ses-011_task-s02e03b	sub-01	254.164	254.462	until
ses-011_task-s02e03b	sub-01	254.516	254.73399999999998	you
ses-011_task-s02e03b	sub-01	254.772	255.066	split
ses-011_task-s02e03b	sub-01	255.098	255.246	it
ses-011_task-s02e03b	sub-01	255.268	255.55	open
ses-011_task-s02e03b	sub-01	255.62	255.854	and
ses-011_task-s02e03b	sub-01	255.892	256.094	this,
ses-011_task-s02e03b	sub-01	256.132	256.286	like,
ses-011_task-s02e03b	sub-01	256.308	256.542	whole
ses-011_task-s02e03b	sub-01	256.596	256.862	mess
ses-011_task-s02e03b	sub-01	256.916	257.038	of
ses-011_task-s02e03b	sub-01	257.044	257.306	crap
ses-011_task-s02e03b	sub-01	257.338	257.53400000000005	came
ses-011_task-s02e03b	sub-01	257.572	258.16	out?
ses-011_task-s02e03b	sub-01	259.25	259.95	Now,
ses-011_task-s02e03b	sub-01	260.1	260.41400000000004	are
ses-011_task-s02e03b	sub-01	260.452	260.702	you
ses-011_task-s02e03b	sub-01	260.756	261.114	telling
ses-011_task-s02e03b	sub-01	261.162	261.518	me
ses-011_task-s02e03b	sub-01	261.604	261.806	that
ses-011_task-s02e03b	sub-01	261.828	262.01399999999995	you
ses-011_task-s02e03b	sub-01	262.052	262.206	are
ses-011_task-s02e03b	sub-01	262.228	262.474	so
